SAMPLE_ID	SAMPLE_NAME	GENE_NAME	REGULATION	Z_SCORE	ID_STUDY																																											
1338079	TCGA-28-1753-01	AGFG1	normal	-0.625	329																																											
1910168	TCGA-06-0125-01	AGFG1	normal	0.481	329																																											
1910184	TCGA-06-0157-01	AGFG1	normal	-0.16	329																																											
1910190	TCGA-06-0174-01	AGFG1	normal	1.24	329																																											
1910206	TCGA-06-0211-01	AGFG1	normal	-0.3	329																																											
1910247	TCGA-12-0618-01	AGFG1	normal	1.982	329																																											
2120252	TCGA-06-0190-02	AGFG1	over	2.308	329																																											
2120253	TCGA-06-0210-02	AGFG1	normal	-0.441	329																																											
2120346	TCGA-32-1980-01	AGFG1	normal	-0.777	329																																											
2120378	TCGA-76-4926-01	AGFG1	normal	-0.18	329																																											
2178065	TCGA-06-0152-02	AGFG1	normal	-0.195	329																																											
1337858	TCGA-06-0744-01	AGL	normal	-0.771	329																																											
1337859	TCGA-06-0745-01	AGL	normal	-1.382	329																																											
1338022	TCGA-16-0846-01	AGL	normal	-0.434	329																																											
1338057	TCGA-27-1832-01	AGL	normal	-0.329	329																																											
1338067	TCGA-27-2523-01	AGL	normal	-1.015	329																																											
1338079	TCGA-28-1753-01	AGL	normal	-0.9	329																																											
1910168	TCGA-06-0125-01	AGL	normal	-0.063	329																																											
1910190	TCGA-06-0174-01	AGL	normal	-0.265	329																																											
1910206	TCGA-06-0211-01	AGL	normal	-0.661	329																																											
1910247	TCGA-12-0618-01	AGL	normal	-1.452	329																																											
2120252	TCGA-06-0190-02	AGL	normal	-0.846	329																																											
2120305	TCGA-19-2624-01	AGL	normal	-0.49	329																																											
2120346	TCGA-32-1980-01	AGL	normal	-0.314	329																																											
2120378	TCGA-76-4926-01	AGL	normal	0.828	329																																											
2178065	TCGA-06-0152-02	AGL	normal	-1.11	329																																											
1337858	TCGA-06-0744-01	AHCYL1	normal	-0.427	329																																											
1337859	TCGA-06-0745-01	AHCYL1	normal	-0.746	329																																											
1338022	TCGA-16-0846-01	AHCYL1	normal	-0.595	329																																											
1338057	TCGA-27-1832-01	AHCYL1	normal	-0.812	329																																											
1338079	TCGA-28-1753-01	AHCYL1	normal	-0.951	329																																											
1910168	TCGA-06-0125-01	AHCYL1	normal	-0.918	329																																											
1910184	TCGA-06-0157-01	AHCYL1	normal	-0.511	329																																											
1910206	TCGA-06-0211-01	AHCYL1	normal	-0.672	329																																											
2120252	TCGA-06-0190-02	AHCYL1	normal	-0.969	329																																											
2120253	TCGA-06-0210-02	AHCYL1	normal	-0.173	329																																											
2120305	TCGA-19-2624-01	AHCYL1	normal	-0.868	329																																											
2120346	TCGA-32-1980-01	AHCYL1	normal	-0.684	329																																											
2120378	TCGA-76-4926-01	AHCYL1	over	2.12	329																																											
1337858	TCGA-06-0744-01	AIFM2	normal	-0.488	329																																											
1337859	TCGA-06-0745-01	AIFM2	normal	-0.556	329																																											
1338057	TCGA-27-1832-01	AIFM2	normal	0.371	329																																											
1338067	TCGA-27-2523-01	AIFM2	normal	-0.858	329																																											
1338079	TCGA-28-1753-01	AIFM2	normal	-0.721	329																																											
1910168	TCGA-06-0125-01	AIFM2	normal	-0.308	329																																											
1910190	TCGA-06-0174-01	AIFM2	normal	-1.221	329																																											
1910206	TCGA-06-0211-01	AIFM2	normal	-1.022	329																																											
1910247	TCGA-12-0618-01	AIFM2	normal	-1.193	329																																											
2120252	TCGA-06-0190-02	AIFM2	normal	1.364	329																																											
2120253	TCGA-06-0210-02	AIFM2	normal	-0.718	329																																											
2120305	TCGA-19-2624-01	AIFM2	normal	-1.002	329																																											
2120346	TCGA-32-1980-01	AIFM2	normal	0.008	329																																											
2120378	TCGA-76-4926-01	AIFM2	normal	-0.595	329																																											
2178065	TCGA-06-0152-02	AIFM2	normal	-0.237	329																																											
1337858	TCGA-06-0744-01	AKAP5	normal	0.085	329																																											
1337859	TCGA-06-0745-01	AKAP5	normal	-0.896	329																																											
1338022	TCGA-16-0846-01	AKAP5	normal	0.161	329																																											
1338057	TCGA-27-1832-01	AKAP5	normal	-0.31	329																																											
1338067	TCGA-27-2523-01	AKAP5	normal	0.089	329																																											
1338079	TCGA-28-1753-01	AKAP5	normal	0.6	329																																											
1910168	TCGA-06-0125-01	AKAP5	normal	-0.428	329																																											
1910184	TCGA-06-0157-01	AKAP5	normal	0.059	329																																											
1910190	TCGA-06-0174-01	AKAP5	normal	0.401	329																																											
1910206	TCGA-06-0211-01	AKAP5	normal	-0.538	329																																											
1910247	TCGA-12-0618-01	AKAP5	normal	0.524	329																																											
2120252	TCGA-06-0190-02	AKAP5	normal	-0.345	329																																											
2120253	TCGA-06-0210-02	AKAP5	normal	-0.651	329																																											
2120305	TCGA-19-2624-01	AKAP5	over	2.006	329																																											
2120346	TCGA-32-1980-01	AKAP5	over	3.648	329																																											
1337858	TCGA-06-0744-01	AKR1C4	normal	-0.412	329																																											
1337859	TCGA-06-0745-01	AKR1C4	normal	-0.412	329																																											
1338022	TCGA-16-0846-01	AKR1C4	normal	-0.412	329																																											
1338057	TCGA-27-1832-01	AKR1C4	normal	-0.412	329																																											
1338067	TCGA-27-2523-01	AKR1C4	normal	-0.412	329																																											
1910168	TCGA-06-0125-01	AKR1C4	normal	-0.412	329																																											
1910184	TCGA-06-0157-01	AKR1C4	normal	-0.412	329																																											
1910206	TCGA-06-0211-01	AKR1C4	normal	-0.412	329																																											
1910247	TCGA-12-0618-01	AKR1C4	normal	-0.412	329																																											
2120252	TCGA-06-0190-02	AKR1C4	normal	-0.412	329																																											
2120253	TCGA-06-0210-02	AKR1C4	normal	-0.412	329																																											
2120305	TCGA-19-2624-01	AKR1C4	normal	-0.412	329																																											
2120346	TCGA-32-1980-01	AKR1C4	normal	-0.412	329																																											
2120378	TCGA-76-4926-01	AKR1C4	normal	-0.412	329																																											
2178065	TCGA-06-0152-02	AKR1C4	normal	-0.412	329																																											
1337859	TCGA-06-0745-01	AKR7A2	normal	-0.433	329																																											
1338022	TCGA-16-0846-01	AKR7A2	normal	-0.52	329																																											
1338057	TCGA-27-1832-01	AKR7A2	normal	0.022	329																																											
1338067	TCGA-27-2523-01	AKR7A2	normal	-0.388	329																																											
1338079	TCGA-28-1753-01	AKR7A2	normal	-0.998	329																																											
